Unnamed: 0,Nationality,Department,Program,2019,2019.1,2019.2,2020,2020.1,2020.2,2021,2021.1,2021.2,2022,2022.1,2022.2,Unnamed: 15,Unnamed: 16,Unnamed: 17
236,Armenian,Management UG Degree PG Taught,PG Taught,*,*,*,5,*,*,5,*,*,*,*,*,*,0,0
237,Armenian,Mathematics UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
238,Armenian,Mathematics UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Armenian,Media and C.. PG Taught,PG Taught,*,*,*,*,0,0,0,0,0,0,0,0,*,*,0
240,Armenian,Methodology PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
241,Armenian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,*,*,0,*,0,0,0,0,0,0,0,0,*,0,0
242,Armenian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
243,Armenian,Psychologic.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,*,0
244,Armenian,School of Pu.. PG Taught,PG Taught,5,*,0,*,*,*,0,0,0,0,0,0,0,0,0
245,Armenian,Social Policy UG Degree PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,*,*,0,0,0,0
246,Armenian,Social Policy UG Degree PG Taught,PG Taught,*,*,0,0,0,0,0,0,0,*,*,0,*,*,*
247,Armenian,Sociology UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
248,Armenian,Sociology UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,*,*,0,0,0,*,0,0
249,Armenian,Statistics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Armenian,Statistics UG Degree PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
251,Australian,Accounting UG Degree PG Taught,UG Degree,10,*,0,5,*,*,6,0,0,9,*,0,13,*,0
252,Australian,Accounting UG Degree PG Taught,PG Taught,*,*,0,*,*,*,*,*,0,*,*,*,*,0,0
253,Australian,Anthropology UG Degree PG Taught,UG Degree,6,*,*,0,0,0,*,*,*,7,*,*,5,*,*
254,Australian,Anthropology UG Degree PG Taught,PG Taught,*,0,0,*,*,*,0,0,0,*,*,0,*,*,0
255,Australian,Economic UG Degree History PG Taught,UG Degree,*,*,*,6,*,*,8,*,*,*,*,0,6,0,0
256,Australian,Economic UG Degree History PG Taught,PG Taught,*,*,*,*,0,0,0,0,0,*,*,*,9,*,*
257,Australian,Economics UG Degree PG Taught,UG Degree,19,*,*,37,*,*,26,*,*,19,*,0,23,*,*
258,Australian,Economics UG Degree PG Taught,PG Taught,18,9,*,7,*,*,14,5,*,8,*,*,13,7,*
259,Australian,European In.. PG Taught,PG Taught,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0
260,Australian,Finance UG Degree PG Taught,UG Degree,6,*,*,*,0,0,*,0,0,5,0,0,13,*,0
261,Australian,Finance UG Degree PG Taught,PG Taught,13,*,*,12,*,0,9,*,*,11,*,*,9,*,*
262,Australian,Gender Stud.. PG Taught,PG Taught,6,*,0,7,*,*,9,*,*,5,*,*,*,*,0
263,Australian,Geography UG Degree and Environ.. PG Taught,UG Degree,6,0,0,6,*,0,*,0,0,5,*,0,5,0,0
264,Australian,Geography UG Degree and Environ.. PG Taught,PG Taught,9,5,*,13,7,*,13,5,0,21,8,*,21,7,*
265,Australian,Government UG Degree PG Taught,UG Degree,14,*,*,19,*,0,17,5,*,24,*,0,14,*,*
266,Australian,Government UG Degree PG Taught,PG Taught,24,10,*,20,11,8,21,*,*,7,*,*,12,5,0
267,Australian,Health Policy PG Taught,PG Taught,*,0,0,*,*,*,*,*,*,*,0,0,7,*,*
268,Australian,International.. PG Taught,PG Taught,11,5,*,12,6,*,12,*,*,5,*,*,8,*,*
269,Australian,International UG Degree History PG Taught,UG Degree,*,*,*,7,*,*,*,0,0,13,*,0,7,*,*
270,Australian,International UG Degree History PG Taught,PG Taught,*,*,*,*,*,*,5,*,*,*,*,*,8,5,*
271,Australian,International UG Degree Relations PG Taught,UG Degree,*,0,0,*,*,0,*,*,0,*,*,0,*,0,0
272,Australian,International UG Degree Relations PG Taught,PG Taught,10,5,*,8,*,*,17,5,*,17,7,*,11,*,*
273,Australian,Language C.. UG Degree,UG Degree,*,0,0,*,*,0,*,0,0,*,*,0,*,*,0
274,Australian,Law School UG Degree PG Taught,UG Degree,30,6,*,28,9,*,26,*,*,21,7,*,36,7,*
275,Australian,Law School UG Degree PG Taught,PG Taught,38,24,12,40,23,*,31,25,8,32,23,13,41,32,11
276,Australian,Management UG Degree PG Taught,UG Degree,*,0,0,6,*,0,8,*,*,5,0,0,10,*,*
277,Australian,Management UG Degree PG Taught,PG Taught,17,6,*,15,*,0,16,*,*,9,*,0,8,5,*
278,Australian,Mathematics UG Degree PG Taught,UG Degree,11,*,*,5,0,0,6,0,0,*,0,0,9,*,0
279,Australian,Mathematics UG Degree PG Taught,PG Taught,*,0,0,5,0,0,*,0,0,*,*,0,0,0,0
280,Australian,Media and C.. PG Taught,PG Taught,12,*,*,8,6,*,8,*,*,7,*,*,12,6,*
281,Australian,Methodology PG Taught,PG Taught,*,0,0,8,*,0,*,0,0,*,*,0,*,*,*
282,Australian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,12,*,*,27,5,*,20,*,*,23,*,0,15,*,0
283,Australian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,8,5,*,*,*,0,*,*,0,*,*,0,*,*,0
284,Australian,Psychological UG Degree and Behavio.. PG Taught,UG Degree,5,0,0,*,0,0,7,0,0,12,*,*,8,*,*
285,Australian,Psychological UG Degree and Behavio.. PG Taught,PG Taught,8,5,*,15,5,*,19,8,5,14,6,*,9,6,*
286,Australian,School of Pu.. PG Taught,PG Taught,13,10,5,8,7,*,10,7,*,21,14,5,20,10,*
287,Australian,Social Policy UG Degree PG Taught,UG Degree,*,0,0,6,0,0,11,*,0,7,0,0,10,*,*
288,Australian,Social Policy UG Degree PG Taught,PG Taught,10,*,*,7,6,*,*,*,*,7,*,0,*,*,*
289,Australian,Sociology UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,*,0,*,0,0
290,Australian,Sociology UG Degree PG Taught,PG Taught,7,*,0,11,*,*,*,0,0,9,5,*,9,5,*
291,Australian,Statistics UG Degree PG Taught,UG Degree,6,*,*,0,0,0,6,0,0,*,0,0,9,*,*
292,Australian,Statistics UG Degree PG Taught,PG Taught,5,0,0,5,*,0,*,*,0,*,0,0,0,0,0
293,Austrian,Accounting UG Degree PG Taught,UG Degree,7,0,0,6,0,0,*,0,0,6,0,0,8,0,0
294,Austrian,Accounting UG Degree PG Taught,PG Taught,8,*,*,5,*,0,5,*,0,10,*,*,*,*,*
295,Austrian,Anthropology UG Degree PG Taught,UG Degree,*,*,0,*,*,0,*,0,0,*,*,*,0,0,0
296,Austrian,Anthropology UG Degree PG Taught,PG Taught,0,0,0,*,*,*,0,0,0,*,0,0,0,0,0
297,Austrian,Economic UG Degree History PG Taught,UG Degree,5,*,*,*,0,0,0,0,0,*,*,*,5,0,0
298,Austrian,Economic UG Degree History PG Taught,PG Taught,*,*,*,*,*,*,*,0,0,*,*,0,*,*,*
299,Austrian,Economics UG Degree PG Taught,UG Degree,16,0,0,12,0,0,10,0,0,16,0,0,9,*,0
300,Austrian,Economics UG Degree PG Taught,PG Taught,12,7,*,9,6,*,7,*,*,*,*,*,*,*,*
301,Austrian,European In.. PG Taught,PG Taught,11,*,5,7,5,*,12,7,*,15,9,*,7,*,*
302,Austrian,Finance UG Degree PG Taught,UG Degree,5,*,0,*,0,0,6,*,*,5,*,*,10,5,*
303,Austrian,Finance UG Degree PG Taught,PG Taught,20,*,*,18,6,*,22,9,*,28,12,*,13,*,*
304,Austrian,Gender Stud.. PG Taught,PG Taught,0,0,0,*,*,*,*,0,0,*,0,0,*,*,*
305,Austrian,Geography UG Degree and Environ.. PG Taught,UG Degree,*,*,*,*,0,0,*,0,0,*,*,*,*,*,0
306,Austrian,Geography UG Degree and Environ.. PG Taught,PG Taught,13,*,*,7,*,*,8,*,*,28,6,*,20,7,5
307,Austrian,Government UG Degree PG Taught,UG Degree,12,*,0,10,*,*,7,0,0,8,0,0,7,0,0
308,Austrian,Government UG Degree PG Taught,PG Taught,10,*,0,10,*,*,8,*,*,5,*,*,13,9,*
309,Austrian,Health Policy PG Taught,PG Taught,*,*,*,*,*,*,*,0,0,*,*,0,0,0,0
310,Austrian,International.. PG Taught,PG Taught,9,*,*,6,*,*,11,5,*,12,8,5,9,*,*
311,Austrian,International UG Degree History PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0
312,Austrian,International UG Degree History PG Taught,PG Taught,*,*,*,*,*,*,*,0,0,*,*,*,0,0,0
313,Austrian,International UG Degree Relations PG Taught,UG Degree,10,0,0,*,0,0,*,0,0,*,0,0,*,0,0
314,Austrian,International UG Degree Relations PG Taught,PG Taught,20,9,8,9,*,*,9,*,*,*,*,0,9,5,0
315,Austrian,Language C.. UG Degree,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,*,*,0
316,Austrian,Law School UG Degree PG Taught,UG Degree,8,0,0,9,*,*,6,0,0,8,0,0,*,0,0
317,Austrian,Law School UG Degree PG Taught,PG Taught,16,9,7,13,6,*,12,6,*,13,*,*,10,6,*
318,Austrian,Management UG Degree PG Taught,UG Degree,16,*,*,11,*,*,14,*,0,8,*,*,15,0,0
319,Austrian,Management UG Degree PG Taught,PG Taught,26,11,5,23,11,*,21,6,*,22,8,*,16,9,*
320,Austrian,Mathematics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
321,Austrian,Mathematics UG Degree PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,*,0,0,*,*,*
322,Austrian,Media and C.. PG Taught,PG Taught,6,*,*,7,*,*,*,*,*,*,0,0,*,*,0
323,Austrian,Methodology PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,*,*,*,0,0,0
324,Austrian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,16,0,0,9,0,0,10,0,0,8,*,*,7,0,0
325,Austrian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,*,*,0,*,*,*,*,*,*,6,*,0,*,0,0
326,Austrian,Psychological UG Degree and Behavio.. PG Taught,UG Degree,0,0,0,*,*,*,*,0,0,*,0,0,*,0,0
327,Austrian,Psychological UG Degree and Behavio.. PG Taught,PG Taught,13,*,0,13,6,*,9,*,0,10,*,*,7,*,*
328,Austrian,School of Pu.. PG Taught,PG Taught,*,*,*,*,*,0,0,0,0,*,0,0,7,*,*
329,Austrian,Social Policy UG Degree PG Taught,UG Degree,5,*,0,0,0,0,*,0,0,*,0,0,*,0,0
330,Austrian,Social Policy UG Degree PG Taught,PG Taught,*,*,*,5,*,*,*,*,0,*,0,0,6,*,*
331,Austrian,Sociology UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
332,Austrian,Sociology UG Degree PG Taught,PG Taught,*,*,*,9,5,0,*,*,0,6,*,*,*,*,*
333,Austrian,Statistics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,*,0,0,*,0,0
334,Austrian,Statistics UG Degree PG Taught,PG Taught,*,0,0,*,*,*,*,0,0,7,*,*,*,0,0
335,Azerbaijani,Accounting UG Degree PG Taught,UG Degree,5,*,0,5,0,0,*,0,0,*,0,0,6,*,0
336,Azerbaijani,Accounting UG Degree PG Taught,PG Taught,5,*,*,*,0,0,*,0,0,6,*,*,*,*,*
337,Azerbaijani,Anthropology UG Degree,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Azerbaijani,Economic UG Degree History PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
339,Azerbaijani,Economic UG Degree History PG Taught,PG Taught,0,0,0,0,0,0,*,*,*,*,*,*,0,0,0
340,Azerbaijani,Economics UG Degree PG Taught,UG Degree,*,0,0,*,*,*,*,0,0,*,0,0,23,0,0
341,Azerbaijani,Economics UG Degree PG Taught,PG Taught,*,*,*,*,*,*,0,0,0,*,0,0,*,0,0
342,Azerbaijani,European In.. PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
343,Azerbaijani,Finance UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
344,Azerbaijani,Finance UG Degree PG Taught,PG Taught,23,0,0,5,*,0,8,*,0,11,*,*,23,*,0
345,Azerbaijani,Gender Stud.. PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,*,*,*
346,Azerbaijani,Geography UG Degree and Environ.. PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,*,*,0,*,0,0
347,Azerbaijani,Geography UG Degree and Environ.. PG Taught,PG Taught,5,*,0,*,0,0,*,*,*,0,0,0,*,*,0
348,Azerbaijani,Government UG Degree PG Taught,UG Degree,*,*,0,*,0,0,5,0,0,*,0,0,5,*,*
349,Azerbaijani,Government UG Degree PG Taught,PG Taught,5,*,*,6,*,*,*,0,*,*,0,0,31,*,*
350,Azerbaijani,International.. PG Taught,PG Taught,*,0,0,0,0,0,*,*,*,*,*,0,*,0,0
351,Azerbaijani,International.. PG Taught,PG Taught,*,*,*,0,0,0,*,*,0,*,*,0,*,*,0
352,Azerbaijani,International UG Degree Relations PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
353,Azerbaijani,International UG Degree Relations PG Taught,PG Taught,*,*,0,*,*,*,5,*,*,7,0,0,*,*,*
354,Azerbaijani,Law School UG Degree PG Taught,UG Degree,5,0,0,*,0,0,*,0,0,*,0,0,*,0,0
355,Azerbaijani,Law School UG Degree PG Taught,PG Taught,*,*,0,6,*,*,*,*,*,5,*,0,5,*,0
356,Azerbaijani,Management UG Degree Management PG Taught,UG Degree,*,0,0,*,*,0,*,0,0,5,0,0,*,*,*
357,Azerbaijani,Management UG Degree Management PG Taught,PG Taught,12,*,*,8,*,*,10,*,*,13,*,0,9,*,*
358,Azerbaijani,Mathematics UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,6,0,0
359,Azerbaijani,Mathematics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,*,*,0,0,0
360,Azerbaijani,Media and C.. PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,*,*,*,*,*
361,Azerbaijani,Methodology PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
362,Azerbaijani,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,*,0,0,*,0,0,*,0,0,0,0,0,*,0,0
363,Azerbaijani,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
364,Azerbaijani,Psychological UG Degree and Behavio.. PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,*,0,0
365,Azerbaijani,Psychological UG Degree and Behavio.. PG Taught,PG Taught,*,*,*,0,0,0,*,0,0,*,*,*,*,*,0
366,Azerbaijani,School of Pu.. PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,7,*,*,56,14,8
367,Azerbaijani,Social Policy UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
368,Azerbaijani,Social Policy UG Degree PG Taught,PG Taught,*,0,0,*,*,0,0,0,0,0,0,0,*,0,0
369,Azerbaijani,Sociology UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Azerbaijani,Sociology UG Degree PG Taught,PG Taught,*,0,0,*,*,*,*,0,0,*,0,0,6,*,0
371,Azerbaijani,Statistics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,*,*,*,*,0,0
372,Azerbaijani,Statistics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
373,Bahamian,Accounting UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
374,Bahamian,Accounting UG Degree PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
375,Bahamian,Economics PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
376,Bahamian,European In.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Bahamian,Geography .. PG Taught,PG Taught,0,0,0,*,*,0,*,*,0,0,0,0,*,0,0
378,Bahamian,Government UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
379,Bahamian,Government UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
380,Bahamian,Health Policy PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
381,Bahamian,International.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Bahamian,International.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0
383,Bahamian,International UG Degree Relations PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
384,Bahamian,International UG Degree Relations PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
385,Bahamian,Language C.. UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
386,Bahamian,Law School UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
387,Bahamian,Law School UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
388,Bahamian,Management PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
389,Bahamian,Mathematics PG Taught,PG Taught,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
390,Bahamian,Media and C.. PG Taught,PG Taught,*,*,0,0,0,0,0,0,0,*,0,0,0,0,0
391,Bahamian,"Philosophy, .. PG Taught",PG Taught,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
392,Bahamian,School of Pu.. PG Taught,PG Taught,*,*,*,0,0,0,*,0,0,0,0,0,*,*,0
393,Bahamian,Social Policy PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0
394,Bahraini,Accounting UG Degree PG Taught,UG Degree,*,*,*,0,0,0,*,0,0,*,0,0,*,0,0
395,Bahraini,Accounting UG Degree PG Taught,PG Taught,*,*,*,0,0,0,0,0,0,*,0,0,0,0,0
396,Bahraini,Anthropology UG Degree,UG Degree,*,*,0,0,0,0,0,0,0,0,0,0,*,*,*
397,Bahraini,Economic UG Degree History PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
398,Bahraini,Economic UG Degree History PG Taught,PG Taught,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0
399,Bahraini,Economics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
400,Bahraini,Economics UG Degree PG Taught,PG Taught,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0
401,Bahraini,Finance UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
402,Bahraini,Finance UG Degree PG Taught,PG Taught,5,0,0,*,0,0,*,0,0,*,0,0,8,*,*
403,Bahraini,Geography UG Degree and Environ.. PG Taught,UG Degree,*,0,0,0,0,0,*,*,*,0,0,0,*,0,0
404,Bahraini,Geography UG Degree and Environ.. PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
405,Bahraini,Government UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
406,Bahraini,Government UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
407,Bahraini,Health Policy PG Taught,PG Taught,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
408,Bahraini,International.. PG Taught,PG Taught,*,*,*,*,*,0,*,*,*,0,0,0,0,0,0
409,Bahraini,International UG Degree Relations PG Taught,UG Degree,0,0,0,*,*,*,0,0,0,*,0,0,*,0,0
410,Bahraini,International UG Degree Relations PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
411,Bahraini,Law School UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,0,0,0
412,Bahraini,Law School UG Degree PG Taught,PG Taught,*,*,*,*,*,*,*,0,0,*,0,0,*,*,0
413,Bahraini,Management UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
414,Bahraini,Management UG Degree PG Taught,PG Taught,9,0,0,*,0,0,*,0,0,*,0,0,5,*,*
415,Bahraini,Mathematics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
416,Bahraini,Mathematics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
417,Bahraini,Media and C.. PG Taught,PG Taught,*,0,0,*,*,*,0,0,0,0,0,0,0,0,0
418,Bahraini,Methodology PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
419,Bahraini,"Philosophy, .. UG Degree",UG Degree,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
420,Bahraini,Psychological UG Degree and Behavio.. PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
421,Bahraini,Psychological UG Degree and Behavio.. PG Taught,PG Taught,0,0,0,*,*,*,*,0,0,0,0,0,*,*,*
422,Bahraini,School of Pu.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
423,Bahraini,Social Policy UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
424,Bahraini,Social Policy UG Degree PG Taught,PG Taught,0,0,0,*,*,0,*,*,*,0,0,0,0,0,0
425,Bahraini,Sociology UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,*,0,0,0,0,0,0,0
426,Bahraini,Sociology UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,*,*
427,Bahraini,Statistics UG Degree,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
428,Bangladeshi,Accounting UG Degree PG Taught,UG Degree,12,0,0,12,0,0,12,0,0,14,*,*,16,5,*
429,Bangladeshi,Accounting UG Degree PG Taught,PG Taught,*,*,*,*,0,0,5,*,*,*,*,*,*,*,0
430,Bangladeshi,Anthropology UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
431,Bangladeshi,Anthropology UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,*,*,0
432,Bangladeshi,Economic UG Degree History PG Taught,UG Degree,*,0,0,*,*,0,*,0,0,5,*,*,*,0,0
433,Bangladeshi,Economic UG Degree History PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
434,Bangladeshi,Economics UG Degree PG Taught,UG Degree,21,0,0,11,0,0,19,0,0,24,0,0,12,0,0
435,Bangladeshi,Economics UG Degree PG Taught,PG Taught,6,*,*,6,*,*,*,*,0,7,*,0,*,0,0
436,Bangladeshi,European In.. PG Taught,PG Taught,*,0,0,*,0,0,*,*,0,*,*,*,*,0,0
437,Bangladeshi,Finance UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,*,0,0,*,0,0
438,Bangladeshi,Finance UG Degree PG Taught,PG Taught,*,0,0,*,0,0,6,*,*,5,0,0,7,*,*
439,Bangladeshi,Gender Stud.. PG Taught,PG Taught,*,*,0,7,*,*,10,*,*,8,*,*,*,*,0
440,Bangladeshi,Geography UG Degree and Environ.. PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,*,0,0,0,0,0
441,Bangladeshi,Geography UG Degree and Environ.. PG Taught,PG Taught,*,0,0,*,0,0,6,*,0,14,*,*,9,*,*
442,Bangladeshi,Government UG Degree PG Taught,UG Degree,6,*,0,*,0,0,8,0,0,8,0,0,5,0,0
443,Bangladeshi,Government UG Degree PG Taught,PG Taught,7,*,*,10,*,0,*,0,0,8,0,0,5,0,0
444,Bangladeshi,Health Policy PG Taught,PG Taught,7,*,*,8,*,*,*,*,0,5,*,*,7,*,*
445,Bangladeshi,International.. PG Taught,PG Taught,13,5,*,21,6,*,16,*,*,18,*,*,27,*,0
446,Bangladeshi,International UG Degree History PG Taught,UG Degree,0,0,0,*,0,0,*,*,0,*,0,0,0,0,0
447,Bangladeshi,International UG Degree History PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,*,0,*,*,0
448,Bangladeshi,International UG Degree Relations PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
449,Bangladeshi,International UG Degree Relations PG Taught,PG Taught,5,0,0,*,0,0,5,*,*,*,0,0,5,*,*
450,Bangladeshi,Language C.. UG Degree,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
451,Bangladeshi,Law School UG Degree PG Taught,UG Degree,6,0,0,5,0,0,8,0,0,14,*,0,7,*,0
452,Bangladeshi,Law School UG Degree PG Taught,PG Taught,*,*,0,8,*,0,12,*,*,6,*,*,5,5,0
453,Bangladeshi,Management UG Degree PG Taught,UG Degree,*,0,0,*,0,0,6,0,0,8,*,*,*,*,0
454,Bangladeshi,Management UG Degree PG Taught,PG Taught,6,*,0,11,*,0,15,*,0,15,6,*,12,*,*
455,Bangladeshi,Mathematics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,*,0,*,0,0,*,0,0
456,Bangladeshi,Mathematics UG Degree PG Taught,PG Taught,*,0,0,0,0,0,5,0,0,0,0,0,0,0,0
457,Bangladeshi,Media and C.. PG Taught,PG Taught,*,*,*,7,*,*,*,*,0,*,*,0,*,*,0
458,Bangladeshi,Methodology PG Taught,PG Taught,0,0,0,0,0,0,*,*,0,*,*,*,*,0,0
459,Bangladeshi,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,5,*,0,*,0,0,*,0,0,*,0,0,*,0,0
460,Bangladeshi,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
461,Bangladeshi,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,*,*,0,0,0,*,0,0,*,0,0,*,0,0
462,Bangladeshi,Psychological UG Degree and Behavio.. PG Taught,PG Taught,0,0,0,*,0,0,*,*,*,*,*,*,*,*,0
463,Bangladeshi,School of Pu.. PG Taught,PG Taught,*,0,0,*,*,0,10,6,*,16,9,*,10,5,*
464,Bangladeshi,Social Policy UG Degree PG Taught,UG Degree,6,0,0,8,0,0,*,0,0,*,0,0,*,0,0
465,Bangladeshi,Social Policy UG Degree PG Taught,PG Taught,0,0,0,*,*,*,6,*,*,6,*,*,*,0,0
466,Bangladeshi,Sociology UG Degree PG Taught,UG Degree,0,0,0,*,*,0,0,0,0,*,*,0,0,0,0
467,Bangladeshi,Sociology UG Degree PG Taught,PG Taught,5,*,*,8,*,0,*,0,0,10,5,*,8,*,*
468,Bangladeshi,Statistics UG Degree PG Taught,UG Degree,*,0,0,*,*,*,5,*,*,5,0,0,*,*,*
469,Bangladeshi,Statistics UG Degree PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,*,*,*,*,0,0
470,Barbadian,Accounting UG Degree Economics PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
471,Barbadian,Accounting UG Degree Economics PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
